id,value_y,value_x,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,scores_total,score,anomaly
221,0.5,0.44288577154308617,0.37,0.45,0.48,0.41,0.43,0.40,0.47,0.44,0.46,0.45,0.43,0.47,0.46,0.47,0.47,0.43,0.46,0.47,0.46,0.42,0.48,0.48,0.45,0.42,0.44,11.17,0.45,false
222,0.5,0.44488977955911824,0.46,0.34,0.38,0.36,0.42,0.37,0.43,0.38,0.36,0.35,0.39,0.38,0.41,0.35,0.39,0.38,0.37,0.37,0.37,0.37,0.38,0.39,0.38,0.37,0.38,9.53,0.38,false
223,0,0.4468937875751503,0.34,0.36,0.38,0.35,0.40,0.43,0.37,0.39,0.35,0.38,0.38,0.36,0.37,0.36,0.40,0.35,0.39,0.39,0.37,0.38,0.37,0.37,0.36,0.38,0.39,9.37,0.37,false
224,0,0.44889779559118237,0.34,0.35,0.38,0.36,0.35,0.36,0.38,0.35,0.36,0.35,0.37,0.35,0.39,0.34,0.36,0.34,0.37,0.37,0.35,0.37,0.36,0.37,0.35,0.36,0.37,9.00,0.36,false
225,0,0.45090180360721444,0.34,0.40,0.49,0.42,0.57,0.53,0.46,0.48,0.53,0.55,0.50,0.48,0.48,0.53,0.47,0.51,0.47,0.47,0.46,0.48,0.51,0.51,0.46,0.49,0.51,12.10,0.48,false
226,0.25,0.4529058116232465,0.36,0.36,0.40,0.35,0.37,0.36,0.39,0.37,0.36,0.37,0.40,0.37,0.40,0.36,0.36,0.35,0.37,0.38,0.37,0.37,0.39,0.40,0.38,0.36,0.39,9.34,0.37,false
227,0.5,0.45490981963927857,0.36,0.40,0.39,0.40,0.39,0.38,0.41,0.35,0.43,0.36,0.41,0.40,0.41,0.35,0.37,0.37,0.39,0.40,0.36,0.37,0.40,0.38,0.37,0.36,0.38,9.59,0.38,false
228,0.5,0.45691382765531063,0.43,0.41,0.44,0.42,0.42,0.46,0.40,0.46,0.43,0.40,0.41,0.42,0.42,0.43,0.41,0.44,0.40,0.40,0.41,0.43,0.43,0.44,0.43,0.41,0.44,10.59,0.42,false
229,0.5,0.4589178356713427,0.36,0.36,0.37,0.33,0.37,0.36,0.36,0.35,0.37,0.37,0.38,0.35,0.39,0.34,0.34,0.34,0.35,0.36,0.34,0.34,0.36,0.36,0.35,0.35,0.36,8.91,0.36,false
230,0.5,0.46092184368737477,0.62,0.42,0.47,0.40,0.50,0.40,0.45,0.46,0.52,0.49,0.42,0.44,0.49,0.48,0.46,0.45,0.42,0.50,0.48,0.48,0.43,0.48,0.52,0.50,0.47,11.75,0.47,false
231,0,0.46292585170340683,0.66,0.46,0.44,0.39,0.43,0.41,0.43,0.43,0.50,0.42,0.46,0.50,0.45,0.43,0.44,0.41,0.45,0.44,0.46,0.42,0.43,0.44,0.44,0.44,0.44,11.22,0.45,false
232,0,0.4649298597194389,0.62,0.46,0.48,0.43,0.43,0.48,0.50,0.48,0.55,0.51,0.50,0.52,0.47,0.48,0.51,0.50,0.48,0.51,0.50,0.50,0.50,0.48,0.50,0.47,0.51,12.37,0.49,false
233,0,0.46693386773547096,0.46,0.35,0.39,0.40,0.42,0.47,0.43,0.37,0.46,0.46,0.46,0.46,0.45,0.42,0.41,0.45,0.43,0.44,0.42,0.40,0.48,0.45,0.41,0.42,0.45,10.76,0.43,false
234,0.25,0.46893787575150303,0.36,0.36,0.40,0.37,0.38,0.38,0.41,0.38,0.41,0.40,0.40,0.41,0.40,0.38,0.37,0.39,0.40,0.41,0.38,0.40,0.40,0.40,0.39,0.39,0.40,9.77,0.39,false
235,0.5,0.4709418837675351,0.55,0.42,0.47,0.43,0.46,0.45,0.43,0.47,0.49,0.51,0.43,0.42,0.50,0.45,0.46,0.42,0.42,0.45,0.45,0.45,0.45,0.45,0.48,0.47,0.43,11.41,0.46,false
236,0,0.4729458917835671,0.34,0.35,0.43,0.37,0.36,0.38,0.38,0.36,0.36,0.39,0.39,0.40,0.37,0.37,0.38,0.38,0.37,0.39,0.36,0.38,0.38,0.38,0.38,0.38,0.40,9.43,0.38,false
237,0.5,0.4749498997995992,0.36,0.42,0.37,0.34,0.34,0.38,0.37,0.36,0.42,0.39,0.39,0.37,0.39,0.35,0.39,0.37,0.39,0.37,0.39,0.35,0.38,0.38,0.36,0.37,0.39,9.39,0.38,false
238,0.25,0.47695390781563124,0.46,0.43,0.42,0.49,0.43,0.46,0.51,0.48,0.47,0.44,0.50,0.50,0.49,0.46,0.51,0.44,0.47,0.48,0.47,0.45,0.47,0.47,0.49,0.47,0.47,11.73,0.47,false
239,0.5,0.4789579158316633,0.70,0.47,0.49,0.47,0.45,0.45,0.42,0.49,0.48,0.43,0.49,0.48,0.51,0.44,0.48,0.46,0.47,0.49,0.50,0.46,0.48,0.50,0.49,0.48,0.50,12.08,0.48,false
240,0.5,0.48096192384769537,0.36,0.42,0.37,0.34,0.44,0.36,0.38,0.36,0.41,0.39,0.39,0.37,0.37,0.41,0.45,0.37,0.39,0.38,0.37,0.38,0.38,0.40,0.36,0.38,0.39,9.62,0.38,false
241,0,0.48296593186372744,0.34,0.35,0.38,0.34,0.34,0.38,0.37,0.36,0.37,0.41,0.37,0.37,0.39,0.36,0.38,0.37,0.35,0.37,0.36,0.38,0.38,0.36,0.37,0.36,0.38,9.19,0.37,false
242,0.5,0.4849699398797595,0.36,0.37,0.46,0.36,0.37,0.39,0.38,0.36,0.41,0.36,0.39,0.36,0.41,0.36,0.36,0.38,0.36,0.38,0.39,0.39,0.39,0.39,0.39,0.39,0.39,9.55,0.38,false
243,0.5,0.48697394789579157,0.46,0.37,0.44,0.37,0.42,0.39,0.39,0.37,0.42,0.36,0.41,0.38,0.41,0.37,0.38,0.38,0.36,0.38,0.39,0.39,0.39,0.40,0.38,0.38,0.38,9.77,0.39,false
244,0.25,0.48897795591182364,0.43,0.57,0.39,0.38,0.48,0.53,0.42,0.46,0.50,0.45,0.46,0.47,0.45,0.47,0.47,0.51,0.45,0.44,0.45,0.46,0.51,0.47,0.45,0.46,0.51,11.64,0.47,false
245,0.25,0.4909819639278557,0.46,0.39,0.40,0.35,0.42,0.41,0.37,0.40,0.39,0.38,0.41,0.43,0.37,0.39,0.37,0.38,0.39,0.41,0.41,0.39,0.38,0.40,0.42,0.36,0.39,9.87,0.39,false
246,0.5,0.49298597194388777,0.43,0.40,0.53,0.40,0.46,0.55,0.46,0.45,0.45,0.46,0.47,0.47,0.44,0.47,0.40,0.48,0.42,0.46,0.44,0.47,0.44,0.45,0.47,0.47,0.49,11.43,0.46,false
247,0.5,0.49498997995991983,0.39,0.34,0.39,0.34,0.34,0.35,0.35,0.35,0.39,0.37,0.36,0.39,0.37,0.35,0.36,0.36,0.37,0.37,0.36,0.36,0.35,0.37,0.36,0.36,0.35,9.05,0.36,false
248,0.5,0.4969939879759519,0.58,0.48,0.43,0.43,0.42,0.44,0.48,0.48,0.50,0.44,0.45,0.47,0.48,0.45,0.42,0.45,0.42,0.48,0.44,0.45,0.43,0.49,0.49,0.49,0.50,11.59,0.46,false
249,0,0.49899799599198397,0.66,0.46,0.50,0.42,0.42,0.46,0.49,0.45,0.44,0.46,0.49,0.44,0.45,0.47,0.49,0.47,0.45,0.47,0.50,0.45,0.45,0.46,0.46,0.47,0.45,11.73,0.47,false
250,0.5,0.501002004008016,0.36,0.44,0.46,0.40,0.37,0.38,0.47,0.37,0.45,0.36,0.47,0.41,0.44,0.39,0.43,0.42,0.40,0.43,0.39,0.42,0.41,0.44,0.38,0.39,0.40,10.28,0.41,false
251,0,0.503006012024048,0.46,0.44,0.53,0.34,0.43,0.51,0.52,0.43,0.49,0.42,0.56,0.48,0.49,0.43,0.43,0.48,0.48,0.45,0.49,0.45,0.45,0.50,0.46,0.42,0.46,11.60,0.46,false
252,0.25,0.5050100200400801,0.36,0.51,0.39,0.35,0.44,0.40,0.37,0.43,0.41,0.42,0.42,0.39,0.37,0.35,0.39,0.39,0.41,0.41,0.38,0.40,0.38,0.39,0.41,0.37,0.39,9.93,0.40,false
253,0,0.5070140280561122,0.66,0.48,0.45,0.40,0.41,0.43,0.45,0.43,0.45,0.42,0.47,0.46,0.44,0.43,0.43,0.42,0.45,0.45,0.45,0.42,0.43,0.45,0.45,0.43,0.45,11.21,0.45,false
254,0,0.5090180360721442,0.48,0.34,0.40,0.35,0.37,0.42,0.37,0.38,0.36,0.37,0.37,0.37,0.38,0.37,0.37,0.37,0.36,0.39,0.36,0.37,0.37,0.40,0.37,0.37,0.36,9.42,0.38,false
255,0.5,0.5110220440881763,0.39,0.41,0.44,0.36,0.35,0.36,0.39,0.36,0.40,0.39,0.37,0.35,0.39,0.35,0.38,0.36,0.40,0.42,0.38,0.39,0.40,0.39,0.36,0.39,0.39,9.57,0.38,false
256,0.5,0.5130260521042084,0.43,0.41,0.52,0.40,0.51,0.42,0.44,0.44,0.52,0.42,0.47,0.50,0.44,0.44,0.44,0.48,0.45,0.45,0.41,0.46,0.45,0.46,0.44,0.47,0.46,11.33,0.45,false
257,0.5,0.5150300601202404,0.37,0.50,0.46,0.41,0.40,0.44,0.45,0.41,0.46,0.44,0.46,0.48,0.45,0.44,0.43,0.45,0.45,0.44,0.47,0.44,0.46,0.44,0.46,0.42,0.44,11.07,0.44,false
258,0,0.5170340681362725,0.48,0.35,0.38,0.34,0.36,0.40,0.37,0.39,0.34,0.37,0.37,0.38,0.37,0.36,0.36,0.34,0.36,0.39,0.35,0.35,0.38,0.37,0.36,0.37,0.37,9.26,0.37,false
259,0.5,0.5190380761523046,0.39,0.45,0.37,0.34,0.34,0.37,0.42,0.35,0.36,0.38,0.38,0.38,0.40,0.35,0.38,0.37,0.38,0.38,0.38,0.37,0.36,0.38,0.37,0.37,0.38,9.40,0.38,false
260,0.5,0.5210420841683366,0.50,0.37,0.42,0.37,0.35,0.39,0.38,0.34,0.34,0.37,0.38,0.36,0.40,0.35,0.34,0.36,0.35,0.36,0.36,0.38,0.38,0.38,0.35,0.38,0.37,9.33,0.37,false
261,0.5,0.5230460921843687,0.39,0.34,0.38,0.34,0.34,0.37,0.44,0.35,0.35,0.37,0.39,0.38,0.40,0.35,0.38,0.37,0.37,0.37,0.38,0.37,0.36,0.38,0.37,0.36,0.38,9.28,0.37,false
262,0.5,0.5250501002004008,0.36,0.34,0.40,0.39,0.37,0.38,0.40,0.35,0.36,0.36,0.39,0.40,0.41,0.36,0.36,0.36,0.37,0.38,0.35,0.37,0.39,0.38,0.37,0.36,0.38,9.34,0.37,false
263,0.5,0.5270541082164328,0.36,0.34,0.41,0.38,0.37,0.37,0.40,0.36,0.37,0.36,0.38,0.39,0.41,0.36,0.37,0.40,0.37,0.37,0.36,0.38,0.37,0.38,0.36,0.36,0.38,9.36,0.37,false
264,0.5,0.5290581162324649,0.43,0.39,0.45,0.39,0.43,0.51,0.42,0.42,0.41,0.42,0.45,0.44,0.45,0.43,0.43,0.46,0.42,0.40,0.40,0.44,0.42,0.42,0.41,0.41,0.47,10.72,0.43,false
265,0,0.531062124248497,0.46,0.34,0.38,0.33,0.37,0.38,0.34,0.38,0.36,0.36,0.38,0.37,0.41,0.36,0.35,0.34,0.36,0.37,0.35,0.36,0.37,0.38,0.36,0.36,0.36,9.18,0.37,false
266,0.75,0.533066132264529,0.36,0.34,0.42,0.38,0.46,0.43,0.36,0.42,0.40,0.46,0.44,0.41,0.40,0.38,0.38,0.41,0.43,0.41,0.44,0.44,0.42,0.41,0.46,0.40,0.41,10.27,0.41,false
267,0.5,0.5350701402805611,0.36,0.34,0.38,0.39,0.35,0.39,0.40,0.35,0.36,0.36,0.38,0.40,0.41,0.37,0.36,0.37,0.36,0.38,0.38,0.37,0.38,0.38,0.37,0.36,0.39,9.34,0.37,false
268,0.25,0.5370741482965932,0.50,0.79,0.58,0.68,0.56,0.67,0.65,0.70,0.70,0.67,0.67,0.69,0.64,0.66,0.60,0.69,0.66,0.62,0.66,0.73,0.68,0.67,0.67,0.62,0.64,16.40,0.66,true
269,0,0.5390781563126252,0.62,0.35,0.39,0.40,0.42,0.46,0.42,0.39,0.46,0.43,0.47,0.47,0.45,0.43,0.45,0.46,0.49,0.51,0.45,0.43,0.48,0.46,0.45,0.42,0.44,11.20,0.45,false
270,0.25,0.5410821643286573,0.43,0.43,0.47,0.41,0.47,0.56,0.42,0.44,0.45,0.46,0.47,0.49,0.47,0.51,0.46,0.48,0.46,0.44,0.50,0.49,0.51,0.46,0.47,0.49,0.50,11.74,0.47,false
271,0,0.5430861723446894,0.58,0.35,0.39,0.35,0.36,0.41,0.35,0.38,0.38,0.36,0.40,0.37,0.41,0.38,0.35,0.37,0.37,0.39,0.36,0.40,0.39,0.38,0.37,0.39,0.36,9.60,0.38,false
272,0.5,0.5450901803607214,0.46,0.42,0.37,0.34,0.37,0.39,0.44,0.38,0.39,0.39,0.38,0.39,0.41,0.38,0.38,0.37,0.36,0.38,0.39,0.36,0.38,0.38,0.38,0.39,0.39,9.67,0.39,false
273,0.5,0.5470941883767535,0.36,0.47,0.42,0.34,0.40,0.38,0.36,0.36,0.38,0.40,0.39,0.36,0.41,0.37,0.36,0.35,0.36,0.38,0.36,0.36,0.37,0.38,0.37,0.36,0.36,9.41,0.38,false
274,0,0.5490981963927856,0.55,0.57,0.43,0.52,0.41,0.44,0.46,0.47,0.44,0.41,0.45,0.46,0.44,0.45,0.42,0.44,0.42,0.45,0.47,0.43,0.43,0.47,0.47,0.46,0.47,11.43,0.46,false
275,0.5,0.5511022044088176,0.58,0.34,0.41,0.36,0.44,0.41,0.36,0.37,0.35,0.36,0.39,0.36,0.39,0.36,0.35,0.36,0.35,0.38,0.38,0.36,0.37,0.38,0.38,0.35,0.37,9.51,0.38,false
276,0,0.5531062124248497,0.48,0.35,0.37,0.34,0.36,0.42,0.37,0.41,0.34,0.39,0.37,0.38,0.37,0.37,0.36,0.34,0.39,0.38,0.41,0.38,0.37,0.38,0.36,0.38,0.38,9.45,0.38,false
277,0.5,0.5551102204408818,0.36,0.45,0.37,0.34,0.38,0.37,0.44,0.36,0.37,0.37,0.38,0.35,0.40,0.36,0.36,0.37,0.37,0.38,0.37,0.36,0.36,0.38,0.38,0.37,0.37,9.37,0.37,false
278,0.5,0.5571142284569138,0.36,0.34,0.38,0.37,0.38,0.39,0.37,0.36,0.35,0.35,0.39,0.34,0.37,0.35,0.35,0.35,0.36,0.35,0.37,0.35,0.36,0.39,0.37,0.35,0.36,9.06,0.36,false
279,0.5,0.5591182364729459,0.36,0.37,0.47,0.37,0.47,0.39,0.38,0.36,0.40,0.36,0.39,0.34,0.39,0.35,0.34,0.36,0.36,0.39,0.38,0.38,0.36,0.41,0.38,0.39,0.37,9.52,0.38,false
280,0.25,0.561122244488978,0.36,0.36,0.38,0.36,0.37,0.41,0.36,0.36,0.37,0.37,0.40,0.40,0.39,0.37,0.35,0.35,0.37,0.39,0.38,0.39,0.38,0.39,0.38,0.37,0.38,9.39,0.38,false
281,0.5,0.56312625250501,0.37,0.43,0.47,0.45,0.44,0.55,0.47,0.45,0.46,0.44,0.46,0.44,0.46,0.44,0.48,0.45,0.46,0.46,0.48,0.47,0.47,0.44,0.44,0.45,0.50,11.43,0.46,false
282,0.5,0.5651302605210421,0.44,0.52,0.66,0.49,0.63,0.57,0.53,0.60,0.56,0.61,0.54,0.50,0.58,0.62,0.51,0.53,0.55,0.56,0.50,0.54,0.55,0.50,0.54,0.53,0.55,13.71,0.55,false
283,0,0.5671342685370742,0.48,0.35,0.37,0.33,0.34,0.37,0.37,0.35,0.35,0.37,0.36,0.35,0.38,0.34,0.35,0.34,0.35,0.36,0.36,0.37,0.36,0.39,0.35,0.37,0.36,9.07,0.36,false
284,0.75,0.5691382765531062,0.55,0.49,0.52,0.50,0.46,0.55,0.44,0.48,0.48,0.52,0.47,0.52,0.52,0.50,0.52,0.50,0.49,0.42,0.48,0.48,0.54,0.49,0.47,0.50,0.55,12.44,0.50,false
285,0.25,0.5711422845691383,0.46,0.53,0.45,0.45,0.41,0.45,0.46,0.46,0.47,0.44,0.50,0.45,0.45,0.43,0.43,0.43,0.46,0.45,0.44,0.45,0.44,0.47,0.45,0.43,0.48,11.34,0.45,false
286,0.25,0.5731462925851704,0.46,0.68,0.57,0.68,0.59,0.68,0.71,0.65,0.63,0.63,0.64,0.65,0.66,0.64,0.64,0.70,0.65,0.59,0.67,0.70,0.65,0.65,0.63,0.65,0.64,16.04,0.64,false
287,0,0.5751503006012024,0.62,0.53,0.47,0.41,0.38,0.54,0.45,0.44,0.49,0.50,0.50,0.51,0.47,0.46,0.42,0.44,0.47,0.45,0.50,0.45,0.51,0.50,0.47,0.49,0.51,11.98,0.48,false
288,0,0.5771543086172345,0.55,0.43,0.45,0.42,0.48,0.47,0.44,0.46,0.45,0.43,0.51,0.45,0.46,0.46,0.48,0.46,0.44,0.45,0.49,0.46,0.45,0.48,0.47,0.46,0.48,11.58,0.46,false
289,0.25,0.5791583166332666,0.46,0.43,0.47,0.44,0.41,0.47,0.48,0.51,0.47,0.47,0.51,0.52,0.50,0.47,0.48,0.47,0.48,0.46,0.50,0.45,0.47,0.46,0.49,0.48,0.50,11.85,0.47,false
290,0.5,0.5811623246492986,0.36,0.43,0.37,0.35,0.42,0.42,0.35,0.35,0.39,0.37,0.38,0.35,0.37,0.37,0.40,0.36,0.37,0.37,0.36,0.36,0.36,0.40,0.35,0.39,0.37,9.37,0.37,false
291,0.5,0.5831663326653307,0.36,0.44,0.37,0.35,0.36,0.38,0.36,0.35,0.36,0.38,0.36,0.34,0.39,0.36,0.37,0.35,0.36,0.37,0.35,0.35,0.37,0.38,0.35,0.36,0.38,9.15,0.37,false
292,0.25,0.5851703406813628,0.46,0.43,0.45,0.42,0.42,0.45,0.46,0.45,0.47,0.43,0.51,0.45,0.47,0.44,0.47,0.44,0.46,0.46,0.46,0.46,0.45,0.46,0.48,0.47,0.48,11.40,0.46,false
293,0,0.5871743486973948,0.45,0.34,0.37,0.34,0.35,0.40,0.36,0.35,0.34,0.35,0.40,0.38,0.40,0.36,0.35,0.35,0.36,0.37,0.38,0.38,0.36,0.39,0.36,0.37,0.39,9.25,0.37,false
294,0.5,0.5891783567134269,0.36,0.42,0.43,0.36,0.39,0.38,0.38,0.34,0.39,0.38,0.38,0.34,0.39,0.37,0.36,0.35,0.38,0.41,0.38,0.38,0.39,0.39,0.36,0.39,0.41,9.51,0.38,false
295,0.5,0.591182364729459,0.36,0.45,0.37,0.35,0.36,0.36,0.35,0.35,0.36,0.37,0.38,0.34,0.38,0.35,0.34,0.34,0.35,0.37,0.34,0.34,0.35,0.36,0.34,0.36,0.37,8.99,0.36,false
296,0.5,0.593186372745491,0.36,0.34,0.40,0.38,0.35,0.40,0.43,0.36,0.35,0.38,0.38,0.36,0.40,0.36,0.37,0.37,0.35,0.36,0.36,0.36,0.37,0.39,0.37,0.38,0.40,9.33,0.37,false
297,0,0.5951903807615231,0.45,0.36,0.36,0.35,0.35,0.38,0.35,0.35,0.34,0.36,0.37,0.36,0.38,0.34,0.36,0.37,0.34,0.38,0.37,0.36,0.36,0.39,0.37,0.37,0.38,9.15,0.37,false
298,0.25,0.5971943887775552,0.36,0.39,0.39,0.37,0.37,0.36,0.36,0.40,0.37,0.41,0.42,0.40,0.41,0.36,0.37,0.40,0.38,0.40,0.37,0.38,0.40,0.38,0.38,0.37,0.40,9.60,0.38,false
299,0,0.5991983967935872,0.66,0.53,0.45,0.42,0.50,0.44,0.45,0.52,0.46,0.40,0.45,0.46,0.50,0.46,0.50,0.47,0.43,0.48,0.46,0.44,0.44,0.49,0.45,0.45,0.47,11.78,0.47,false
300,0.5,0.6012024048096193,0.43,0.41,0.42,0.38,0.39,0.46,0.41,0.41,0.44,0.42,0.44,0.49,0.44,0.41,0.44,0.44,0.42,0.40,0.42,0.43,0.44,0.41,0.43,0.44,0.47,10.69,0.43,false
301,0,0.6032064128256514,0.45,0.35,0.41,0.35,0.35,0.36,0.37,0.36,0.34,0.36,0.37,0.38,0.39,0.36,0.35,0.38,0.36,0.37,0.35,0.38,0.36,0.38,0.36,0.39,0.37,9.25,0.37,false
302,0.75,0.6052104208416834,0.46,0.62,0.52,0.44,0.56,0.53,0.43,0.48,0.50,0.51,0.50,0.51,0.50,0.46,0.43,0.50,0.50,0.46,0.45,0.47,0.48,0.45,0.45,0.48,0.50,12.19,0.49,false
303,0,0.6072144288577155,0.58,0.43,0.58,0.35,0.37,0.44,0.39,0.37,0.40,0.41,0.43,0.43,0.45,0.41,0.43,0.43,0.41,0.43,0.43,0.45,0.40,0.45,0.41,0.43,0.43,10.74,0.43,false
304,0.75,0.6092184368737475,0.46,0.68,0.67,0.74,0.65,0.67,0.75,0.67,0.67,0.66,0.69,0.67,0.68,0.63,0.66,0.69,0.69,0.63,0.70,0.70,0.68,0.65,0.63,0.71,0.64,16.67,0.67,true
305,0.25,0.6112224448897795,0.44,0.53,0.67,0.60,0.56,0.58,0.57,0.62,0.54,0.61,0.59,0.51,0.56,0.60,0.57,0.57,0.58,0.57,0.51,0.54,0.55,0.52,0.54,0.57,0.58,14.08,0.56,false
306,0.5,0.6132264529058116,0.36,0.42,0.44,0.40,0.37,0.40,0.44,0.35,0.42,0.44,0.42,0.42,0.41,0.40,0.40,0.40,0.37,0.41,0.42,0.40,0.42,0.40,0.42,0.38,0.42,10.13,0.41,false
307,0.5,0.6152304609218436,0.62,0.48,0.40,0.51,0.42,0.43,0.47,0.43,0.50,0.47,0.47,0.44,0.43,0.44,0.44,0.41,0.43,0.45,0.44,0.46,0.45,0.47,0.43,0.42,0.43,11.34,0.45,false
308,0,0.6172344689378757,0.45,0.34,0.40,0.36,0.39,0.41,0.37,0.38,0.36,0.37,0.38,0.36,0.42,0.38,0.37,0.36,0.38,0.40,0.40,0.38,0.36,0.40,0.40,0.39,0.37,9.58,0.38,false
309,0,0.6192384769539078,0.45,0.35,0.38,0.35,0.38,0.39,0.35,0.37,0.35,0.38,0.39,0.38,0.39,0.37,0.36,0.33,0.36,0.37,0.38,0.36,0.35,0.39,0.37,0.36,0.35,9.26,0.37,false
310,0.5,0.6212424849699398,0.43,0.47,0.46,0.46,0.39,0.48,0.47,0.45,0.44,0.46,0.47,0.45,0.41,0.44,0.45,0.43,0.41,0.46,0.48,0.43,0.44,0.49,0.45,0.47,0.46,11.25,0.45,false
311,0,0.6232464929859719,0.45,0.34,0.45,0.34,0.38,0.41,0.38,0.37,0.35,0.37,0.37,0.36,0.37,0.34,0.35,0.33,0.35,0.37,0.36,0.37,0.35,0.39,0.36,0.36,0.36,9.23,0.37,false
312,0.5,0.625250501002004,0.39,0.42,0.39,0.35,0.34,0.40,0.34,0.35,0.40,0.41,0.38,0.37,0.37,0.37,0.38,0.34,0.37,0.37,0.36,0.36,0.36,0.39,0.34,0.36,0.37,9.28,0.37,false
313,0,0.627254509018036,0.45,0.39,0.38,0.36,0.39,0.38,0.36,0.37,0.35,0.36,0.37,0.36,0.38,0.35,0.35,0.35,0.36,0.38,0.37,0.37,0.36,0.38,0.35,0.37,0.36,9.25,0.37,false
314,0.5,0.6292585170340681,0.58,0.37,0.46,0.36,0.35,0.43,0.41,0.39,0.39,0.39,0.40,0.37,0.39,0.38,0.34,0.37,0.37,0.36,0.37,0.38,0.36,0.40,0.37,0.40,0.42,9.81,0.39,false
315,0.5,0.6312625250501002,0.39,0.36,0.40,0.35,0.34,0.39,0.42,0.35,0.38,0.40,0.36,0.37,0.37,0.36,0.36,0.36,0.36,0.35,0.39,0.35,0.36,0.39,0.35,0.37,0.37,9.25,0.37,false
316,0.5,0.6332665330661322,0.36,0.34,0.43,0.38,0.37,0.39,0.43,0.36,0.42,0.40,0.40,0.43,0.41,0.36,0.36,0.40,0.38,0.40,0.38,0.37,0.39,0.40,0.37,0.37,0.40,9.70,0.39,false
317,0,0.6352705410821643,0.58,0.57,0.42,0.43,0.41,0.46,0.41,0.41,0.43,0.43,0.42,0.45,0.45,0.43,0.43,0.42,0.42,0.43,0.44,0.44,0.43,0.47,0.44,0.43,0.44,11.09,0.44,false
318,0.5,0.6372745490981964,0.43,0.41,0.42,0.38,0.44,0.49,0.41,0.44,0.44,0.41,0.43,0.44,0.44,0.41,0.42,0.44,0.41,0.42,0.41,0.43,0.44,0.41,0.41,0.41,0.47,10.66,0.43,false
319,0.5,0.6392785571142284,0.46,0.42,0.44,0.41,0.51,0.51,0.40,0.43,0.42,0.44,0.42,0.44,0.45,0.42,0.42,0.47,0.44,0.41,0.40,0.45,0.45,0.43,0.43,0.45,0.47,10.99,0.44,false
320,0.75,0.6412825651302605,0.37,0.56,0.53,0.45,0.44,0.48,0.51,0.50,0.54,0.52,0.51,0.50,0.53,0.46,0.46,0.46,0.52,0.50,0.48,0.47,0.50,0.51,0.50,0.48,0.49,12.27,0.49,false
321,0.25,0.6432865731462926,0.58,0.49,0.41,0.41,0.41,0.45,0.47,0.45,0.49,0.47,0.45,0.44,0.44,0.43,0.44,0.42,0.46,0.44,0.44,0.43,0.45,0.46,0.46,0.41,0.45,11.25,0.45,false
322,0,0.6452905811623246,0.66,0.50,0.52,0.44,0.49,0.49,0.44,0.47,0.48,0.49,0.48,0.43,0.47,0.45,0.43,0.42,0.48,0.50,0.44,0.51,0.46,0.49,0.50,0.46,0.50,12.00,0.48,false
323,0.25,0.6472945891783567,0.58,0.43,0.45,0.40,0.46,0.52,0.45,0.46,0.45,0.44,0.47,0.46,0.47,0.47,0.44,0.45,0.44,0.45,0.46,0.47,0.48,0.47,0.43,0.43,0.48,11.51,0.46,false
324,0.25,0.6492985971943888,0.36,0.39,0.39,0.37,0.43,0.39,0.36,0.39,0.38,0.43,0.38,0.39,0.40,0.34,0.36,0.38,0.40,0.40,0.38,0.38,0.39,0.39,0.38,0.40,0.39,9.65,0.39,false
325,0.5,0.6513026052104208,0.55,0.44,0.55,0.42,0.43,0.45,0.47,0.40,0.48,0.47,0.45,0.44,0.44,0.44,0.42,0.43,0.44,0.48,0.46,0.45,0.45,0.45,0.45,0.47,0.46,11.39,0.46,false
326,0.5,0.6533066132264529,0.39,0.46,0.38,0.36,0.37,0.40,0.36,0.38,0.39,0.41,0.37,0.39,0.38,0.37,0.40,0.35,0.40,0.38,0.38,0.37,0.37,0.41,0.36,0.40,0.38,9.61,0.38,false
327,0,0.655310621242485,0.55,0.34,0.36,0.35,0.39,0.38,0.35,0.36,0.35,0.38,0.38,0.36,0.38,0.36,0.35,0.33,0.36,0.36,0.37,0.36,0.35,0.37,0.35,0.37,0.36,9.22,0.37,false
328,0.5,0.657314629258517,0.36,0.34,0.38,0.38,0.35,0.40,0.40,0.35,0.38,0.37,0.37,0.40,0.42,0.36,0.36,0.40,0.38,0.38,0.39,0.40,0.39,0.41,0.38,0.38,0.40,9.53,0.38,false
329,0,0.6593186372745491,0.58,0.44,0.62,0.41,0.41,0.50,0.46,0.45,0.46,0.43,0.46,0.43,0.49,0.44,0.47,0.44,0.48,0.48,0.50,0.48,0.44,0.48,0.47,0.48,0.45,11.75,0.47,false
330,0,0.6613226452905812,0.55,0.34,0.37,0.36,0.36,0.39,0.44,0.36,0.34,0.39,0.37,0.37,0.39,0.39,0.38,0.38,0.40,0.38,0.40,0.38,0.35,0.39,0.38,0.39,0.40,9.65,0.39,false
331,0,0.6633266533066132,0.55,0.34,0.35,0.35,0.34,0.37,0.35,0.36,0.35,0.36,0.36,0.36,0.38,0.34,0.34,0.33,0.35,0.36,0.36,0.36,0.36,0.37,0.36,0.38,0.36,9.09,0.36,false
